"gene_id"	"bp_length"	"symbol"
"22163"	"ENSG00000213016.3"	309	NA
"22164"	"ENSG00000213018.2"	432	NA
"22165"	"ENSG00000213020.8"	7148	ZNF611
"22166"	"ENSG00000213022.5"	840	KLK9
"22167"	"ENSG00000213023.10"	3790	SYT3
"22168"	"ENSG00000213024.11"	6020	NUP62
"22169"	"ENSG00000213025.2"	357	NA
"22170"	"ENSG00000213026.4"	498	NA
"22171"	"ENSG00000213028.3"	906	NA
"22172"	"ENSG00000213029.3"	648	SPHAR
"22173"	"ENSG00000213030.5"	882	CGB8
"22174"	"ENSG00000213032.3"	250	NA
"22175"	"ENSG00000213033.4"	1212	NA
"22176"	"ENSG00000213035.4"	424	NA
"22177"	"ENSG00000213036.3"	575	NA
"22178"	"ENSG00000213041.4"	552	NA
"22179"	"ENSG00000213045.3"	517	NA
"22180"	"ENSG00000213046.4"	1347	NA
"22181"	"ENSG00000213047.11"	13203	DENND1B
"22182"	"ENSG00000213048.3"	951	NA
"22183"	"ENSG00000213049.3"	950	NA
"22184"	"ENSG00000213050.5"	747	NA
"22185"	"ENSG00000213051.3"	893	NA
"22186"	"ENSG00000213055.3"	676	NA
"22187"	"ENSG00000213057.5"	2775	C1orf220
"22188"	"ENSG00000213058.3"	357	NA
"22189"	"ENSG00000213060.4"	423	NA
"22190"	"ENSG00000213061.2"	389	NA
"22191"	"ENSG00000213062.4"	911	NA
"22192"	"ENSG00000213063.3"	457	NA
"22193"	"ENSG00000213064.9"	11221	SFT2D2
"22194"	"ENSG00000213065.2"	1486	NA
"22195"	"ENSG00000213066.11"	15159	FGFR1OP
"22196"	"ENSG00000213067.2"	964	NA
"22197"	"ENSG00000213068.3"	415	NA
"22198"	"ENSG00000213069.3"	563	NA
"22199"	"ENSG00000213070.3"	598	NA
"22200"	"ENSG00000213071.10"	3286	LPAL2
"22201"	"ENSG00000213073.4"	3131	LOC729603
"22202"	"ENSG00000213075.7"	1558	RPL31P11
"22203"	"ENSG00000213076.3"	580	NA
"22204"	"ENSG00000213077.5"	2281	FAM106A
"22205"	"ENSG00000213078.3"	934	NA
"22206"	"ENSG00000213079.9"	5481	SCAF8
"22207"	"ENSG00000213080.3"	1097	NA
"22208"	"ENSG00000213081.3"	739	NA
"22209"	"ENSG00000213082.3"	444	NA
"22210"	"ENSG00000213083.3"	846	NA
"22211"	"ENSG00000213085.9"	2625	CFAP45
"22212"	"ENSG00000213087.3"	398	NA
"22213"	"ENSG00000213088.9"	2106	ACKR1
"22214"	"ENSG00000213089.4"	722	NA
"22215"	"ENSG00000213090.2"	2765	NA
"22216"	"ENSG00000213091.2"	808	NA
"22217"	"ENSG00000213096.10"	7602	ZNF254
"22218"	"ENSG00000213100.2"	1000	NA
"22219"	"ENSG00000213104.3"	865	NA
"22220"	"ENSG00000213107.2"	1238	NA
"22221"	"ENSG00000213108.3"	476	NA
"22222"	"ENSG00000213109.4"	1297	NA
"22223"	"ENSG00000213110.2"	440	NA
"22224"	"ENSG00000213111.5"	334	NA
"22225"	"ENSG00000213113.3"	1058	NA
"22226"	"ENSG00000213115.2"	1194	NA
"22227"	"ENSG00000213117.4"	886	NA
"22228"	"ENSG00000213118.4"	434	NA
"22229"	"ENSG00000213120.3"	405	NA
"22230"	"ENSG00000213121.2"	1212	NA
"22231"	"ENSG00000213122.4"	490	NA
"22232"	"ENSG00000213123.10"	1246	TCTEX1D2
"22233"	"ENSG00000213126.2"	425	NA
"22234"	"ENSG00000213128.3"	403	NA
"22235"	"ENSG00000213130.3"	772	NA
"22236"	"ENSG00000213131.3"	708	NA
"22237"	"ENSG00000213133.4"	435	NA
"22238"	"ENSG00000213137.3"	538	NA
"22239"	"ENSG00000213139.7"	2151	CRYGS
"22240"	"ENSG00000213140.3"	1007	NA
"22241"	"ENSG00000213144.2"	545	NA
"22242"	"ENSG00000213145.9"	2485	CRIP1
"22243"	"ENSG00000213147.3"	454	NA
"22244"	"ENSG00000213148.3"	464	NA
"22245"	"ENSG00000213149.3"	909	NA
"22246"	"ENSG00000213150.2"	860	NA
"22247"	"ENSG00000213152.5"	794	NA
"22248"	"ENSG00000213153.3"	751	NA
"22249"	"ENSG00000213155.4"	490	NA
"22250"	"ENSG00000213157.3"	399	NA
"22251"	"ENSG00000213158.6"	918	NA
"22252"	"ENSG00000213159.4"	455	NA
"22253"	"ENSG00000213160.9"	5509	c("KLHL23", "PHOSPHO2-KLHL23")
"22254"	"ENSG00000213167.3"	281	NA
"22255"	"ENSG00000213169.3"	762	NA
"22256"	"ENSG00000213170.3"	594	NA
"22257"	"ENSG00000213171.2"	3379	LINGO4
"22258"	"ENSG00000213172.3"	418	NA
"22259"	"ENSG00000213174.3"	414	NA
"22260"	"ENSG00000213176.4"	626	NA
"22261"	"ENSG00000213177.3"	600	NA
"22262"	"ENSG00000213178.3"	410	NA
"22263"	"ENSG00000213179.4"	541	NA
"22264"	"ENSG00000213180.4"	314	NA
"22265"	"ENSG00000213181.2"	869	NA
"22266"	"ENSG00000213182.4"	915	NA
"22267"	"ENSG00000213183.3"	581	NA
"22268"	"ENSG00000213184.3"	1024	NA
"22269"	"ENSG00000213185.6"	1177	FAM24B
"22270"	"ENSG00000213186.7"	7865	TRIM59
"22271"	"ENSG00000213187.3"	785	NA
"22272"	"ENSG00000213188.3"	808	NA
"22273"	"ENSG00000213189.5"	346	NA
"22274"	"ENSG00000213190.3"	4075	MLLT11
"22275"	"ENSG00000213194.3"	693	NA
"22276"	"ENSG00000213197.3"	694	NA
"22277"	"ENSG00000213199.7"	2748	ASIC3
"22278"	"ENSG00000213201.3"	408	NA
"22279"	"ENSG00000213203.2"	4846	GIMAP1
"22280"	"ENSG00000213204.8"	3530	CFAP206
"22281"	"ENSG00000213205.3"	1281	NA
"22282"	"ENSG00000213209.2"	409	NA
"22283"	"ENSG00000213210.4"	399	NA
"22284"	"ENSG00000213211.2"	1219	NA
"22285"	"ENSG00000213212.3"	1963	NA
"22286"	"ENSG00000213213.13"	2964	CCDC183
"22287"	"ENSG00000213214.4"	2431	ARHGEF35
"22288"	"ENSG00000213215.4"	1089	OR2F1
"22289"	"ENSG00000213216.2"	381	NA
"22290"	"ENSG00000213218.9"	1827	CSH2
"22291"	"ENSG00000213221.4"	3144	DNLZ
"22292"	"ENSG00000213222.3"	1027	NA
"22293"	"ENSG00000213225.7"	2728	NA
"22294"	"ENSG00000213226.4"	960	NA
"22295"	"ENSG00000213228.5"	2319	NA
"22296"	"ENSG00000213231.12"	1882	TCL1B
"22297"	"ENSG00000213232.2"	595	NA
"22298"	"ENSG00000213233.5"	453	NA
"22299"	"ENSG00000213234.4"	1082	NA
"22300"	"ENSG00000213235.3"	1414	NA
"22301"	"ENSG00000213236.3"	728	NA
"22302"	"ENSG00000213237.4"	329	NA
"22303"	"ENSG00000213238.6"	397	NA
"22304"	"ENSG00000213239.3"	604	NA
"22305"	"ENSG00000213240.8"	3411	NA
"22306"	"ENSG00000213244.3"	416	NA
"22307"	"ENSG00000213246.6"	2079	SUPT4H1
"22308"	"ENSG00000213247.3"	293	NA
"22309"	"ENSG00000213250.5"	1226	NA
"22310"	"ENSG00000213252.3"	1499	NA
"22311"	"ENSG00000213253.5"	499	NA
"22312"	"ENSG00000213260.3"	730	NA
"22313"	"ENSG00000213261.3"	673	NA
"22314"	"ENSG00000213262.3"	828	NA
"22315"	"ENSG00000213264.3"	544	NA
"22316"	"ENSG00000213265.8"	2259	TSGA13
"22317"	"ENSG00000213269.2"	761	NA
"22318"	"ENSG00000213270.5"	860	NA
"22319"	"ENSG00000213272.5"	800	NA
"22320"	"ENSG00000213275.2"	396	NA
"22321"	"ENSG00000213277.3"	541	NA
"22322"	"ENSG00000213279.2"	2379	NA
"22323"	"ENSG00000213280.2"	448	NA
"22324"	"ENSG00000213281.4"	4449	NRAS
"22325"	"ENSG00000213285.4"	468	NA
"22326"	"ENSG00000213287.3"	409	NA
"22327"	"ENSG00000213290.4"	1214	NA
"22328"	"ENSG00000213291.3"	375	NA
"22329"	"ENSG00000213293.4"	412	NA
"22330"	"ENSG00000213295.3"	373	NA
"22331"	"ENSG00000213296.4"	872	NA
"22332"	"ENSG00000213297.8"	3639	NA
"22333"	"ENSG00000213300.5"	1006	NA
"22334"	"ENSG00000213301.2"	604	NA
"22335"	"ENSG00000213302.3"	373	NA
"22336"	"ENSG00000213303.3"	396	NA
"22337"	"ENSG00000213304.3"	531	NA
"22338"	"ENSG00000213305.3"	871	NA
"22339"	"ENSG00000213307.4"	530	NA
"22340"	"ENSG00000213309.3"	535	NA
"22341"	"ENSG00000213310.3"	316	NA
"22342"	"ENSG00000213312.3"	801	NA
"22343"	"ENSG00000213315.5"	459	NA
"22344"	"ENSG00000213316.9"	1192	LTC4S
"22345"	"ENSG00000213318.4"	783	NA
"22346"	"ENSG00000213326.4"	586	NA
"22347"	"ENSG00000213328.3"	900	NA
"22348"	"ENSG00000213331.4"	674	NA
"22349"	"ENSG00000213332.4"	886	NA
"22350"	"ENSG00000213333.3"	867	NA
"22351"	"ENSG00000213335.4"	682	NA
"22352"	"ENSG00000213337.8"	5330	ANKRD39
"22353"	"ENSG00000213338.3"	1073	NA
"22354"	"ENSG00000213339.8"	3430	QTRT1
"22355"	"ENSG00000213341.10"	6928	CHUK
"22356"	"ENSG00000213343.5"	480	NA
"22357"	"ENSG00000213344.2"	471	NA
"22358"	"ENSG00000213347.10"	5154	MXD3
"22359"	"ENSG00000213352.3"	1007	NA
"22360"	"ENSG00000213355.3"	913	NA
"22361"	"ENSG00000213358.3"	945	NA
"22362"	"ENSG00000213361.2"	319	NA
"22363"	"ENSG00000213362.3"	551	NA
"22364"	"ENSG00000213363.4"	605	NA
"22365"	"ENSG00000213365.3"	712	NA
"22366"	"ENSG00000213366.12"	9116	GSTM2
"22367"	"ENSG00000213368.3"	720	NA
"22368"	"ENSG00000213370.3"	644	NA
"22369"	"ENSG00000213371.4"	880	NA
"22370"	"ENSG00000213373.7"	2167	LINC00671
"22371"	"ENSG00000213376.4"	1003	NA
"22372"	"ENSG00000213380.14"	4845	COG8
"22373"	"ENSG00000213383.2"	870	NA
"22374"	"ENSG00000213384.2"	255	NA
"22375"	"ENSG00000213385.3"	794	NA
"22376"	"ENSG00000213386.3"	738	NA
"22377"	"ENSG00000213390.10"	6167	ARHGAP19
"22378"	"ENSG00000213391.3"	372	NA
"22379"	"ENSG00000213393.5"	288	NA
"22380"	"ENSG00000213394.3"	882	NA
"22381"	"ENSG00000213397.10"	3968	HAUS7
"22382"	"ENSG00000213398.7"	2625	LCAT
"22383"	"ENSG00000213399.3"	793	NA
"22384"	"ENSG00000213400.3"	325	NA
"22385"	"ENSG00000213401.8"	1943	MAGEA12
"22386"	"ENSG00000213402.2"	1292	PTPRCAP
"22387"	"ENSG00000213403.2"	327	NA
"22388"	"ENSG00000213406.3"	926	NA
"22389"	"ENSG00000213409.4"	825	NA
"22390"	"ENSG00000213411.2"	1814	NA
"22391"	"ENSG00000213412.3"	561	HNRNPA1P33
"22392"	"ENSG00000213413.2"	1984	PVRIG
"22393"	"ENSG00000213414.3"	1561	NA
"22394"	"ENSG00000213416.3"	1077	KRTAP4-12
"22395"	"ENSG00000213417.3"	764	KRTAP2-4
"22396"	"ENSG00000213420.7"	3828	GPC2
"22397"	"ENSG00000213421.4"	783	NA
"22398"	"ENSG00000213423.4"	946	NA
"22399"	"ENSG00000213424.8"	3169	KRT222
"22400"	"ENSG00000213430.6"	1726	NA
"22401"	"ENSG00000213431.4"	1201	NA
"22402"	"ENSG00000213432.2"	555	NA
"22403"	"ENSG00000213433.5"	520	NA
"22404"	"ENSG00000213434.2"	696	NA
"22405"	"ENSG00000213435.3"	467	NA
"22406"	"ENSG00000213438.2"	760	NA
"22407"	"ENSG00000213439.3"	925	NA
"22408"	"ENSG00000213440.2"	395	NA
"22409"	"ENSG00000213442.5"	528	NA
"22410"	"ENSG00000213443.2"	844	NA
"22411"	"ENSG00000213445.9"	4668	SIPA1
"22412"	"ENSG00000213448.3"	415	NA
"22413"	"ENSG00000213449.2"	1003	NA
"22414"	"ENSG00000213450.4"	847	NA
"22415"	"ENSG00000213451.2"	893	NA
"22416"	"ENSG00000213452.4"	934	NA
"22417"	"ENSG00000213453.3"	584	NA
"22418"	"ENSG00000213455.3"	499	NA
"22419"	"ENSG00000213461.3"	400	NA
"22420"	"ENSG00000213462.4"	4574	ERV3-1
"22421"	"ENSG00000213463.4"	7031	SYNJ2BP
"22422"	"ENSG00000213465.7"	2084	ARL2
"22423"	"ENSG00000213467.4"	609	NA
"22424"	"ENSG00000213468.4"	4212	FIRRE
"22425"	"ENSG00000213470.4"	364	NA
"22426"	"ENSG00000213471.8"	3902	TTLL13P
"22427"	"ENSG00000213478.2"	684	NA
"22428"	"ENSG00000213480.3"	913	NA
"22429"	"ENSG00000213483.4"	520	NA
"22430"	"ENSG00000213484.2"	1190	NA
"22431"	"ENSG00000213486.3"	609	NA
"22432"	"ENSG00000213487.3"	1234	NA
"22433"	"ENSG00000213488.4"	513	NA
"22434"	"ENSG00000213489.3"	1125	NA
"22435"	"ENSG00000213492.2"	1663	NA
"22436"	"ENSG00000213493.3"	1451	NA
"22437"	"ENSG00000213495.3"	437	NA
"22438"	"ENSG00000213498.3"	499	NA
"22439"	"ENSG00000213500.3"	1454	NA
"22440"	"ENSG00000213509.4"	487	NA
"22441"	"ENSG00000213512.1"	2454	GBP7
"22442"	"ENSG00000213513.3"	1540	NA
"22443"	"ENSG00000213514.2"	3711	NA
"22444"	"ENSG00000213516.9"	5087	RBMXL1
"22445"	"ENSG00000213519.2"	286	NA
"22446"	"ENSG00000213522.4"	576	NA
"22447"	"ENSG00000213523.10"	3396	SRA1
"22448"	"ENSG00000213525.3"	322	NA
"22449"	"ENSG00000213526.3"	628	NA
"22450"	"ENSG00000213527.5"	361	NA
"22451"	"ENSG00000213529.3"	403	NA
"22452"	"ENSG00000213530.3"	844	NA
"22453"	"ENSG00000213533.11"	5730	TMEM110
"22454"	"ENSG00000213536.2"	204	NA
"22455"	"ENSG00000213538.5"	1514	KRT8P41
"22456"	"ENSG00000213539.4"	1002	NA
"22457"	"ENSG00000213540.3"	493	NA
"22458"	"ENSG00000213542.3"	794	NA
"22459"	"ENSG00000213543.2"	485	NA
"22460"	"ENSG00000213547.3"	933	NA
"22461"	"ENSG00000213548.3"	346	NA
"22462"	"ENSG00000213549.3"	375	NA
"22463"	"ENSG00000213551.4"	3955	DNAJC9
"22464"	"ENSG00000213553.4"	954	NA
"22465"	"ENSG00000213556.3"	265	NA
"22466"	"ENSG00000213557.4"	380	NA
"22467"	"ENSG00000213558.3"	269	NA
"22468"	"ENSG00000213559.4"	922	NA
"22469"	"ENSG00000213560.4"	556	NA
"22470"	"ENSG00000213561.4"	766	NA
"22471"	"ENSG00000213563.6"	3001	C8orf82
"22472"	"ENSG00000213568.4"	963	NA
"22473"	"ENSG00000213569.4"	611	NA
"22474"	"ENSG00000213574.2"	622	NA
"22475"	"ENSG00000213578.5"	2082	CPLX3
"22476"	"ENSG00000213579.3"	457	NA
"22477"	"ENSG00000213585.10"	3163	VDAC1
"22478"	"ENSG00000213587.3"	470	NA
"22479"	"ENSG00000213588.5"	3014	ZBTB9
"22480"	"ENSG00000213590.2"	1322	NA
"22481"	"ENSG00000213592.4"	487	NA
"22482"	"ENSG00000213593.9"	2246	TMX2
"22483"	"ENSG00000213594.4"	1001	NA
"22484"	"ENSG00000213598.4"	376	NA
"22485"	"ENSG00000213599.10"	4611	c("SLX1A-SULT1A3", "SLX1B-SULT1A4")
"22486"	"ENSG00000213600.3"	367	NA
"22487"	"ENSG00000213601.3"	705	NA
"22488"	"ENSG00000213604.4"	501	NA
"22489"	"ENSG00000213605.2"	657	NA
"22490"	"ENSG00000213606.3"	942	NA
"22491"	"ENSG00000213607.4"	901	NA
"22492"	"ENSG00000213608.5"	901	NA
"22493"	"ENSG00000213609.3"	795	NA
"22494"	"ENSG00000213612.3"	831	NA
"22495"	"ENSG00000213613.2"	523	NA
"22496"	"ENSG00000213614.9"	12611	HEXA
"22497"	"ENSG00000213619.9"	3670	NDUFS3
"22498"	"ENSG00000213620.3"	531	NA
"22499"	"ENSG00000213621.3"	886	NA
"22500"	"ENSG00000213625.8"	5237	LEPROT
"22501"	"ENSG00000213626.11"	4535	LBH
"22502"	"ENSG00000213630.3"	232	NA
"22503"	"ENSG00000213638.5"	2237	ADAT3
"22504"	"ENSG00000213639.9"	5760	PPP1CB
"22505"	"ENSG00000213640.3"	880	NA
"22506"	"ENSG00000213641.4"	769	NA
"22507"	"ENSG00000213642.3"	1010	NA
"22508"	"ENSG00000213643.3"	748	NA
"22509"	"ENSG00000213644.2"	1184	NA
"22510"	"ENSG00000213645.2"	828	NA
"22511"	"ENSG00000213648.10"	1979	c("SULT1A4", "LOC105369243")
"22512"	"ENSG00000213650.3"	669	NA
"22513"	"ENSG00000213652.3"	606	NA
"22514"	"ENSG00000213653.4"	379	NA
"22515"	"ENSG00000213654.9"	1854	GPSM3
"22516"	"ENSG00000213655.4"	292	NA
"22517"	"ENSG00000213657.3"	377	NA
"22518"	"ENSG00000213658.10"	4430	LAT
"22519"	"ENSG00000213659.4"	835	NA
"22520"	"ENSG00000213661.3"	561	NA
"22521"	"ENSG00000213663.4"	476	NA
"22522"	"ENSG00000213664.4"	431	NA
"22523"	"ENSG00000213667.3"	1023	NA
"22524"	"ENSG00000213669.2"	465	NA
"22525"	"ENSG00000213671.3"	1264	NA
"22526"	"ENSG00000213672.7"	3431	NCKIPSD
"22527"	"ENSG00000213673.3"	885	NA
"22528"	"ENSG00000213676.10"	3660	ATF6B
"22529"	"ENSG00000213683.4"	760	NA
"22530"	"ENSG00000213684.4"	1005	NA
"22531"	"ENSG00000213689.10"	1835	TREX1
"22532"	"ENSG00000213690.3"	510	NA
"22533"	"ENSG00000213693.4"	2181	SEC14L1P1
"22534"	"ENSG00000213694.3"	8754	S1PR3
"22535"	"ENSG00000213695.3"	583	NA
"22536"	"ENSG00000213697.3"	1229	NA
"22537"	"ENSG00000213698.2"	845	NA
"22538"	"ENSG00000213699.8"	3902	SLC35F6
"22539"	"ENSG00000213700.3"	546	NA
"22540"	"ENSG00000213701.4"	957	NA
"22541"	"ENSG00000213703.2"	546	NA
"22542"	"ENSG00000213704.3"	1408	NA
"22543"	"ENSG00000213706.2"	571	NA
"22544"	"ENSG00000213707.2"	563	NA
"22545"	"ENSG00000213708.6"	1117	NA
"22546"	"ENSG00000213711.3"	814	NA
"22547"	"ENSG00000213713.3"	895	NA
"22548"	"ENSG00000213714.1"	694	FAM209B
"22549"	"ENSG00000213716.3"	406	NA
"22550"	"ENSG00000213717.3"	424	NA
"22551"	"ENSG00000213719.8"	1942	CLIC1
"22552"	"ENSG00000213721.3"	256	NA
"22553"	"ENSG00000213722.8"	2538	DDAH2
"22554"	"ENSG00000213724.4"	587	NA
"22555"	"ENSG00000213726.5"	820	NA
"22556"	"ENSG00000213727.3"	1177	NA
"22557"	"ENSG00000213729.3"	440	NA
"22558"	"ENSG00000213730.3"	997	NA
"22559"	"ENSG00000213731.2"	580	NA
"22560"	"ENSG00000213735.2"	556	NA
"22561"	"ENSG00000213736.2"	378	NA
"22562"	"ENSG00000213739.3"	502	NA
"22563"	"ENSG00000213740.2"	1160	NA
"22564"	"ENSG00000213741.8"	9783	c("RPS29", "LOC100288910")
"22565"	"ENSG00000213742.6"	5308	ZNF337-AS1
"22566"	"ENSG00000213744.3"	502	NA
"22567"	"ENSG00000213747.2"	340	NA
"22568"	"ENSG00000213750.4"	877	NA
"22569"	"ENSG00000213752.3"	487	NA
"22570"	"ENSG00000213753.10"	4969	CENPBD1P1
"22571"	"ENSG00000213754.2"	1436	NA
"22572"	"ENSG00000213755.3"	486	NA
"22573"	"ENSG00000213757.3"	787	NA
"22574"	"ENSG00000213759.9"	2340	UGT2B11
"22575"	"ENSG00000213760.10"	2147	ATP6V1G2
"22576"	"ENSG00000213761.4"	183	NA
"22577"	"ENSG00000213762.11"	5138	ZNF134
"22578"	"ENSG00000213763.4"	1123	NA
"22579"	"ENSG00000213770.3"	574	NA
"22580"	"ENSG00000213771.3"	1420	NA
"22581"	"ENSG00000213772.3"	337	NA
"22582"	"ENSG00000213774.3"	315	NA
"22583"	"ENSG00000213777.5"	1423	NA
"22584"	"ENSG00000213778.2"	963	NA
"22585"	"ENSG00000213779.4"	454	NA
"22586"	"ENSG00000213780.10"	2353	GTF2H4
"22587"	"ENSG00000213781.3"	1204	NA
"22588"	"ENSG00000213782.7"	5040	DDX47
"22589"	"ENSG00000213783.4"	322	NA
"22590"	"ENSG00000213785.3"	588	NA
"22591"	"ENSG00000213786.3"	460	NA
"22592"	"ENSG00000213787.3"	803	NA
"22593"	"ENSG00000213790.2"	1189	NA
"22594"	"ENSG00000213791.4"	613	NA
"22595"	"ENSG00000213793.4"	551	NA
"22596"	"ENSG00000213798.3"	796	NA
"22597"	"ENSG00000213799.10"	4413	ZNF845
"22598"	"ENSG00000213801.4"	2341	ZNF321P
"22599"	"ENSG00000213809.8"	3030	c("KLRK1", "KLRC4-KLRK1")
"22600"	"ENSG00000213816.3"	904	NA
"22601"	"ENSG00000213820.3"	659	NA
"22602"	"ENSG00000213822.6"	1476	CEACAM18
"22603"	"ENSG00000213830.3"	502	NA
"22604"	"ENSG00000213839.4"	708	NA
"22605"	"ENSG00000213842.2"	992	NA
"22606"	"ENSG00000213846.5"	2452	NA
"22607"	"ENSG00000213849.3"	371	NA
"22608"	"ENSG00000213851.3"	897	NA
"22609"	"ENSG00000213853.9"	8718	EMP2
"22610"	"ENSG00000213854.3"	900	NA
"22611"	"ENSG00000213856.3"	850	NA
"22612"	"ENSG00000213857.3"	1060	NA
"22613"	"ENSG00000213859.4"	3056	KCTD11
"22614"	"ENSG00000213860.4"	483	NA
"22615"	"ENSG00000213862.4"	792	NA
"22616"	"ENSG00000213863.2"	758	NA
"22617"	"ENSG00000213864.3"	676	NA
"22618"	"ENSG00000213865.7"	2505	C8orf44
"22619"	"ENSG00000213866.3"	975	NA
"22620"	"ENSG00000213867.4"	425	NA
"22621"	"ENSG00000213871.3"	746	NA
"22622"	"ENSG00000213872.3"	409	NA
"22623"	"ENSG00000213873.4"	520	NA
"22624"	"ENSG00000213875.3"	431	NA
"22625"	"ENSG00000213876.4"	663	NA
"22626"	"ENSG00000213877.3"	486	NA
"22627"	"ENSG00000213880.3"	797	NA
"22628"	"ENSG00000213881.3"	871	NA
"22629"	"ENSG00000213882.2"	399	NA
"22630"	"ENSG00000213885.3"	611	NA
"22631"	"ENSG00000213886.3"	1087	UBD
"22632"	"ENSG00000213888.3"	1943	NA
"22633"	"ENSG00000213889.10"	2571	PPM1N
"22634"	"ENSG00000213891.3"	1204	NA
"22635"	"ENSG00000213892.10"	1702	CEACAM16
"22636"	"ENSG00000213896.4"	374	NA
"22637"	"ENSG00000213900.2"	406	NA
"22638"	"ENSG00000213901.10"	3601	SLC23A3
"22639"	"ENSG00000213903.8"	4465	LTB4R
"22640"	"ENSG00000213904.8"	4208	c("LIPE-AS1", "LOC101930071")
"22641"	"ENSG00000213906.9"	3233	LTB4R2
"22642"	"ENSG00000213908.4"	815	NA
"22643"	"ENSG00000213911.2"	931	NA
"22644"	"ENSG00000213916.2"	632	NA
"22645"	"ENSG00000213917.2"	815	NA
"22646"	"ENSG00000213918.10"	13801	DNASE1
"22647"	"ENSG00000213920.8"	1072	MDP1
"22648"	"ENSG00000213921.6"	671	LEUTX
"22649"	"ENSG00000213923.10"	6700	c("CSNK1E", "LOC400927-CSNK1E")
"22650"	"ENSG00000213924.3"	1210	NA
"22651"	"ENSG00000213925.3"	872	NA
"22652"	"ENSG00000213926.3"	354	NA
"22653"	"ENSG00000213927.3"	1008	CCL27
"22654"	"ENSG00000213928.8"	3794	IRF9
"22655"	"ENSG00000213930.11"	4407	GALT
"22656"	"ENSG00000213931.5"	928	HBE1
"22657"	"ENSG00000213934.6"	808	HBG1
"22658"	"ENSG00000213935.3"	373	NA
"22659"	"ENSG00000213937.3"	2050	CLDN9
"22660"	"ENSG00000213938.3"	1179	NA
"22661"	"ENSG00000213939.4"	402	NA
"22662"	"ENSG00000213940.4"	616	NA
"22663"	"ENSG00000213942.3"	377	NA
"22664"	"ENSG00000213943.3"	1279	NA
"22665"	"ENSG00000213946.3"	1024	NA
"22666"	"ENSG00000213949.8"	18566	ITGA1
"22667"	"ENSG00000213950.2"	494	NA
"22668"	"ENSG00000213954.3"	486	NA
"22669"	"ENSG00000213956.4"	479	NA
"22670"	"ENSG00000213958.2"	1267	NA
"22671"	"ENSG00000213959.2"	564	NA
"22672"	"ENSG00000213962.2"	1498	NA
"22673"	"ENSG00000213963.6"	7171	LOC100130691
"22674"	"ENSG00000213964.3"	327	NA
"22675"	"ENSG00000213965.3"	2967	NUDT19
"22676"	"ENSG00000213967.10"	6289	ZNF726
"22677"	"ENSG00000213970.3"	440	NA
"22678"	"ENSG00000213972.3"	927	NA
"22679"	"ENSG00000213973.8"	7883	ZNF99
"22680"	"ENSG00000213976.4"	1764	NA
"22681"	"ENSG00000213977.7"	1383	TAX1BP3
"22682"	"ENSG00000213979.3"	802	NA
"22683"	"ENSG00000213981.8"	2189	NA
"22684"	"ENSG00000213983.11"	6897	AP1G2
"22685"	"ENSG00000213985.4"	1185	NA
"22686"	"ENSG00000213987.4"	313	NA
"22687"	"ENSG00000213988.9"	5025	ZNF90
"22688"	"ENSG00000213994.3"	438	NA
"22689"	"ENSG00000213995.11"	2847	NAXD
"22690"	"ENSG00000213996.12"	2188	TM6SF2
"22691"	"ENSG00000213997.3"	737	NA
"22692"	"ENSG00000213999.15"	1848	MEF2B
"22693"	"ENSG00000214003.2"	657	NA
"22694"	"ENSG00000214009.2"	778	NA
"22695"	"ENSG00000214012.4"	1282	NA
"22696"	"ENSG00000214013.9"	10954	GANC
"22697"	"ENSG00000214015.3"	405	NA
"22698"	"ENSG00000214016.3"	878	NA
"22699"	"ENSG00000214018.3"	1163	NA
"22700"	"ENSG00000214019.2"	1590	NA
"22701"	"ENSG00000214020.3"	493	NA
"22702"	"ENSG00000214021.15"	10365	TTLL3
"22703"	"ENSG00000214022.11"	4649	REPIN1
"22704"	"ENSG00000214024.2"	453	NA
"22705"	"ENSG00000214025.2"	746	NA
"22706"	"ENSG00000214026.10"	2975	MRPL23
"22707"	"ENSG00000214027.3"	534	NA
"22708"	"ENSG00000214029.4"	15455	ZNF891
"22709"	"ENSG00000214031.2"	1167	NA
"22710"	"ENSG00000214035.3"	1033	NA
"22711"	"ENSG00000214039.8"	4708	LOC100190940
"22712"	"ENSG00000214041.4"	750	NA
"22713"	"ENSG00000214042.1"	737	IFNA7
"22714"	"ENSG00000214043.7"	2835	LOC100128554
"22715"	"ENSG00000214045.3"	1544	NA
"22716"	"ENSG00000214046.8"	6020	SMIM7
"22717"	"ENSG00000214047.4"	465	NA
"22718"	"ENSG00000214049.6"	2299	UCA1
"22719"	"ENSG00000214050.7"	3972	FBXO16
"22720"	"ENSG00000214051.3"	509	NA
"22721"	"ENSG00000214062.5"	724	NA
"22722"	"ENSG00000214063.10"	5841	TSPAN4
"22723"	"ENSG00000214064.3"	828	NA
"22724"	"ENSG00000214067.2"	468	NA
"22725"	"ENSG00000214070.3"	1024	NA
"22726"	"ENSG00000214071.4"	551	NA
"22727"	"ENSG00000214073.2"	475	NA
"22728"	"ENSG00000214074.3"	405	NA
"22729"	"ENSG00000214076.3"	3730	NA
"22730"	"ENSG00000214077.4"	1067	NA
"22731"	"ENSG00000214078.12"	3608	CPNE1
"22732"	"ENSG00000214081.8"	2404	CYP4F30P
"22733"	"ENSG00000214087.8"	2597	ARL16
"22734"	"ENSG00000214089.3"	505	NA
